,year,subjects,count,total,percentage
283,1814,Marriage,2,143,1.0
284,1814,Motherhood,1,143,1.0
285,1814,Natural World,2,143,1.0
286,1814,Politics,3,143,2.0
287,1814,Pregnancy,1,143,1.0
288,1814,Religion,11,143,8.0
289,1814,Self-reflection,4,143,3.0
290,1814,Shopping and Material Exchange,7,143,5.0
291,1814,Social Life and Networks,11,143,8.0
292,1814,Transportation,5,143,3.0
293,1814,"Travel and Touring, US",3,143,2.0
294,1814,Unitarianism,1,143,1.0
295,1814,Urban Life,2,143,1.0
296,1814,Village Life,7,143,5.0
297,1814,War of 1812,6,143,4.0
298,1814,Work,1,143,1.0
299,1815,Authorship,1,12,8.0
300,1815,Courtship,1,12,8.0
301,1815,Death,1,12,8.0
302,1815,Domestic Animals,1,12,8.0
303,1815,Friendship,1,12,8.0
304,1815,Literature and History,1,12,8.0
305,1815,Manners,1,12,8.0
306,1815,Religion,1,12,8.0
307,1815,Social Life and Networks,1,12,8.0
308,1815,Transportation,1,12,8.0
309,1815,"Travel and Touring, US",1,12,8.0
310,1815,Village Life,1,12,8.0
311,1816,Authorship,1,44,2.0
312,1816,Childhood,2,44,5.0
313,1816,Clothing,2,44,5.0
314,1816,Domestic Life and Duties,1,44,2.0
315,1816,Education,2,44,5.0
316,1816,Employees,1,44,2.0
317,1816,Family Finances (Sedgwick Family),3,44,7.000000000000001
318,1816,Family Relations (Sedgwick Family),3,44,7.000000000000001
319,1816,Family Residences (Sedgwick Family),1,44,2.0
320,1816,Fatherhood,1,44,2.0
321,1816,Friendship,1,44,2.0
322,1816,Gender Roles,3,44,7.000000000000001
323,1816,Health and Illness,2,44,5.0
324,1816,Literature and History,1,44,2.0
325,1816,Marriage,2,44,5.0
326,1816,Morality and Ethics,3,44,7.000000000000001
327,1816,Motherhood,2,44,5.0
328,1816,Religion,3,44,7.000000000000001
329,1816,Self-reflection,1,44,2.0
330,1816,Shopping and Material Exchange,3,44,7.000000000000001
331,1816,Singlehood,1,44,2.0
332,1816,Social Life and Networks,2,44,5.0
333,1816,Transportation,1,44,2.0
334,1816,Village Life,1,44,2.0
335,1816,Work,1,44,2.0
336,1817,Authorship,1,141,1.0
337,1817,Bible,1,141,1.0
338,1817,Childbirth,2,141,1.0
339,1817,Clothing,2,141,1.0
340,1817,Courtship,2,141,1.0
341,1817,Death,2,141,1.0
342,1817,Domestic Animals,3,141,2.0
343,1817,Domestic Life and Duties,7,141,5.0
344,1817,Education,1,141,1.0
345,1817,Family Finances (Sedgwick Family),4,141,3.0
346,1817,Family Relations (Sedgwick Family),13,141,9.0
347,1817,Family Residences (Sedgwick Family),2,141,1.0
348,1817,Fatherhood,1,141,1.0
349,1817,Food and Drink,5,141,4.0
350,1817,Friendship,10,141,7.000000000000001
351,1817,Gardens,2,141,1.0
352,1817,Gender Roles,6,141,4.0
353,1817,Gifts,3,141,2.0
354,1817,Health and Illness,8,141,6.0
355,1817,Holidays and Celebrations,3,141,2.0
356,1817,Housewares and Furnishings,2,141,1.0
357,1817,Legal Issues,2,141,1.0
358,1817,Leisure Activities,4,141,3.0
359,1817,Literature and History,2,141,1.0
360,1817,Manners,1,141,1.0
361,1817,Marriage,6,141,4.0
362,1817,Morality and Ethics,2,141,1.0
363,1817,Motherhood,1,141,1.0
364,1817,National Identity,1,141,1.0
365,1817,Natural World,2,141,1.0
366,1817,Pregnancy,2,141,1.0
367,1817,Race and Ethnicity,2,141,1.0
368,1817,Religion,1,141,1.0
369,1817,Self-reflection,2,141,1.0
370,1817,Shopping and Material Exchange,9,141,6.0
371,1817,Singlehood,2,141,1.0
372,1817,Social Life and Networks,9,141,6.0
373,1817,Transportation,5,141,4.0
374,1817,"Travel and Touring, US",5,141,4.0
375,1817,Urban Life,1,141,1.0
376,1817,Village Life,2,141,1.0
377,1818,African Americans,1,158,1.0
378,1818,Aging,2,158,1.0
379,1818,Authorship,1,158,1.0
380,1818,Bible,7,158,4.0
381,1818,Charity,2,158,1.0
382,1818,Childhood,3,158,2.0
383,1818,Class,2,158,1.0
384,1818,Clothing,5,158,3.0
385,1818,Courtship,5,158,3.0
386,1818,Death,3,158,2.0
387,1818,Domestic Animals,1,158,1.0
388,1818,Domestic Life and Duties,7,158,4.0
389,1818,Education,1,158,1.0
390,1818,Employees,1,158,1.0
391,1818,Family Finances (Sedgwick Family),3,158,2.0
392,1818,Family Relations (Sedgwick Family),14,158,9.0
393,1818,Family Residences (Sedgwick Family),2,158,1.0
394,1818,Fatherhood,1,158,1.0
395,1818,Food and Drink,3,158,2.0
396,1818,Friendship,2,158,1.0
397,1818,Gender Roles,3,158,2.0
398,1818,Gifts,3,158,2.0
399,1818,Health and Illness,10,158,6.0
400,1818,Holidays and Celebrations,1,158,1.0
401,1818,Legal Issues,1,158,1.0
402,1818,Leisure Activities,1,158,1.0
403,1818,Literature and History,6,158,4.0
404,1818,Manners,2,158,1.0
405,1818,Marriage,2,158,1.0
406,1818,Morality and Ethics,5,158,3.0
407,1818,Motherhood,2,158,1.0
408,1818,National Identity,2,158,1.0
409,1818,Pregnancy,1,158,1.0
410,1818,Race and Ethnicity,1,158,1.0
411,1818,Reform Movements,1,158,1.0
412,1818,Religion,8,158,5.0
413,1818,Second Great Awakening,1,158,1.0
414,1818,Self-reflection,7,158,4.0
415,1818,Shopping and Material Exchange,7,158,4.0
416,1818,Singlehood,1,158,1.0
417,1818,Social Life and Networks,10,158,6.0
418,1818,Transportation,2,158,1.0
419,1818,"Travel and Touring, International",1,158,1.0
420,1818,"Travel and Touring, US",8,158,5.0
421,1818,Urban Life,2,158,1.0
422,1818,Village Life,3,158,2.0
423,1818,Work,1,158,1.0
424,1819,"Arts, Visual and Performing",1,124,1.0
425,1819,Authorship,2,124,2.0
426,1819,Bible,4,124,3.0
427,1819,Charity,1,124,1.0
428,1819,Childbirth,1,124,1.0
429,1819,Childcare,2,124,2.0
430,1819,Childhood,5,124,4.0
431,1819,Class,1,124,1.0
432,1819,Clothing,1,124,1.0
433,1819,Courtship,6,124,5.0
434,1819,Death,3,124,2.0
435,1819,Domestic Animals,1,124,1.0
436,1819,Domestic Life and Duties,4,124,3.0
437,1819,Education,1,124,1.0
438,1819,Employees,1,124,1.0
439,1819,Exiles,1,124,1.0
440,1819,Family Finances (Sedgwick Family),2,124,2.0
441,1819,Family Relations (Sedgwick Family),8,124,6.0
442,1819,Family Residences (Sedgwick Family),3,124,2.0
443,1819,Food and Drink,2,124,2.0
444,1819,Friendship,4,124,3.0
445,1819,Gender Roles,6,124,5.0
446,1819,Gifts,1,124,1.0
447,1819,Health and Illness,7,124,6.0
448,1819,Housewares and Furnishings,1,124,1.0
449,1819,Literature and History,1,124,1.0
450,1819,Marriage,2,124,2.0
451,1819,Morality and Ethics,1,124,1.0
452,1819,Motherhood,3,124,2.0
453,1819,National Identity,1,124,1.0
454,1819,Native Americans,1,124,1.0
455,1819,Natural World,1,124,1.0
456,1819,Politics,1,124,1.0
457,1819,Pregnancy,1,124,1.0
458,1819,Religion,7,124,6.0
459,1819,Self-reflection,6,124,5.0
460,1819,Shopping and Material Exchange,3,124,2.0
461,1819,Singlehood,5,124,4.0
462,1819,Social Life and Networks,9,124,7.000000000000001
463,1819,Transportation,2,124,2.0
464,1819,"Travel and Touring, International",1,124,1.0
465,1819,"Travel and Touring, US",3,124,2.0
466,1819,Village Life,3,124,2.0
467,1819,Work,4,124,3.0
468,1820,"Arts, Visual and Performing",1,170,1.0
469,1820,Authorship,2,170,1.0
470,1820,Bible,5,170,3.0
471,1820,Caribbean,2,170,1.0
472,1820,Charity,4,170,2.0
473,1820,Childcare,1,170,1.0
474,1820,Childhood,6,170,4.0
475,1820,Class,2,170,1.0
476,1820,Clothing,3,170,2.0
477,1820,Courtship,4,170,2.0
478,1820,Death,6,170,4.0
479,1820,Domestic Life and Duties,4,170,2.0
480,1820,Education,4,170,2.0
481,1820,Employees,1,170,1.0
482,1820,Family Relations (Sedgwick Family),8,170,5.0
483,1820,Family Residences (Sedgwick Family),3,170,2.0
484,1820,Food and Drink,2,170,1.0
485,1820,Friendship,6,170,4.0
486,1820,Gender Roles,6,170,4.0
487,1820,Gifts,1,170,1.0
488,1820,Health and Illness,9,170,5.0
489,1820,Housewares and Furnishings,1,170,1.0
490,1820,Leisure Activities,6,170,4.0
491,1820,Literature and History,4,170,2.0
492,1820,Manners,3,170,2.0
493,1820,Marriage,4,170,2.0
494,1820,Morality and Ethics,4,170,2.0
495,1820,Motherhood,6,170,4.0
496,1820,National Identity,1,170,1.0
497,1820,Natural World,5,170,3.0
498,1820,Publication,1,170,1.0
499,1820,Race and Ethnicity,1,170,1.0
500,1820,Recreation,2,170,1.0
501,1820,Religion,9,170,5.0
502,1820,Science and Technology,1,170,1.0
503,1820,Self-reflection,6,170,4.0
504,1820,Shopping and Material Exchange,5,170,3.0
505,1820,Singlehood,1,170,1.0
506,1820,Social Life and Networks,10,170,6.0
507,1820,Transportation,1,170,1.0
508,1820,"Travel and Touring, US",3,170,2.0
509,1820,Unitarianism,3,170,2.0
510,1820,Urban Life,4,170,2.0
511,1820,Village Life,5,170,3.0
512,1820,Work,4,170,2.0
513,1821,"Arts, Visual and Performing",3,102,3.0
514,1821,Authorship,2,102,2.0
515,1821,Bible,5,102,5.0
516,1821,Childbirth,2,102,2.0
517,1821,Childhood,2,102,2.0
518,1821,Courtship,1,102,1.0
519,1821,Death,2,102,2.0
520,1821,Domestic Life and Duties,4,102,4.0
521,1821,Education,1,102,1.0
522,1821,Family Finances (Sedgwick Family),1,102,1.0
523,1821,Family Relations (Sedgwick Family),7,102,7.000000000000001
524,1821,Family Residences (Sedgwick Family),1,102,1.0
525,1821,Fatherhood,2,102,2.0
526,1821,Friendship,6,102,6.0
527,1821,Gender Roles,2,102,2.0
528,1821,Health and Illness,5,102,5.0
529,1821,Housewares and Furnishings,1,102,1.0
530,1821,Legal Issues,1,102,1.0
531,1821,Literature and History,4,102,4.0
532,1821,Morality and Ethics,1,102,1.0
533,1821,Motherhood,5,102,5.0
534,1821,Natural World,2,102,2.0
535,1821,Pregnancy,2,102,2.0
536,1821,Religion,7,102,7.000000000000001
537,1821,Self-reflection,8,102,8.0
538,1821,Shopping and Material Exchange,2,102,2.0
539,1821,Singlehood,2,102,2.0
540,1821,Social Life and Networks,7,102,7.000000000000001
541,1821,"Travel and Touring, International",3,102,3.0
542,1821,"Travel and Touring, US",3,102,3.0
543,1821,Unitarianism,4,102,4.0
544,1821,Urban Life,1,102,1.0
545,1821,Work,3,102,3.0
546,1822,Aging,1,237,0.0
547,1822,Authorship,9,237,4.0
548,1822,Bible,7,237,3.0
549,1822,Childbirth,2,237,1.0
550,1822,Childcare,2,237,1.0
551,1822,Childhood,7,237,3.0
552,1822,Class,1,237,0.0
553,1822,Clothing,2,237,1.0
554,1822,Courtship,3,237,1.0
555,1822,Crime,1,237,0.0
556,1822,Death,5,237,2.0
557,1822,Domestic Animals,1,237,0.0
558,1822,Domestic Life and Duties,8,237,3.0
559,1822,Education,2,237,1.0
560,1822,Family Finances (Sedgwick Family),3,237,1.0
561,1822,Family Relations (Sedgwick Family),12,237,5.0
562,1822,Family Residences (Sedgwick Family),3,237,1.0
563,1822,Fatherhood,1,237,0.0
564,1822,Food and Drink,1,237,0.0
565,1822,Friendship,11,237,5.0
566,1822,Gardens,2,237,1.0
567,1822,Gender Roles,10,237,4.0
568,1822,Gifts,1,237,0.0
569,1822,Health and Illness,14,237,6.0
570,1822,Holidays and Celebrations,1,237,0.0
571,1822,Legal Issues,1,237,0.0
572,1822,Leisure Activities,2,237,1.0
573,1822,Literature and History,9,237,4.0
574,1822,Manners,5,237,2.0
575,1822,Marriage,6,237,3.0
576,1822,Morality and Ethics,4,237,2.0
577,1822,Motherhood,6,237,3.0
578,1822,National Identity,1,237,0.0
579,1822,Natural World,6,237,3.0
580,1822,Pregnancy,1,237,0.0
581,1822,Press,3,237,1.0
582,1822,Publication,3,237,1.0
583,1822,Recreation,2,237,1.0
584,1822,Regional Identity,1,237,0.0
585,1822,Religion,11,237,5.0
586,1822,Self-reflection,7,237,3.0
587,1822,Shays's Rebellion,1,237,0.0
588,1822,Shopping and Material Exchange,5,237,2.0
589,1822,Singlehood,5,237,2.0
590,1822,Social Life and Networks,16,237,7.000000000000001
591,1822,Transportation,4,237,2.0
592,1822,"Travel and Touring, International",2,237,1.0
593,1822,"Travel and Touring, US",3,237,1.0
594,1822,Unitarianism,6,237,3.0
595,1822,Urban Life,3,237,1.0
596,1822,Village Life,6,237,3.0
597,1822,Women's Rights,2,237,1.0
598,1822,Work,6,237,3.0
599,1823,"Arts, Visual and Performing",1,190,1.0
600,1823,Authorship,2,190,1.0
601,1823,Bible,6,190,3.0
602,1823,Charity,3,190,2.0
603,1823,Childcare,5,190,3.0
604,1823,Childhood,11,190,6.0
605,1823,Clothing,3,190,2.0
606,1823,Courtship,3,190,2.0
607,1823,Crime,1,190,1.0
608,1823,Death,2,190,1.0
609,1823,Domestic Animals,1,190,1.0
610,1823,Domestic Life and Duties,8,190,4.0
611,1823,Education,4,190,2.0
612,1823,Family Finances (Sedgwick Family),2,190,1.0
613,1823,Family Relations (Sedgwick Family),11,190,6.0
614,1823,Family Residences (Sedgwick Family),7,190,4.0
615,1823,Fatherhood,2,190,1.0
616,1823,Food and Drink,1,190,1.0
617,1823,Friendship,3,190,2.0
618,1823,Gender Roles,6,190,3.0
619,1823,Gifts,2,190,1.0
620,1823,Health and Illness,9,190,5.0
621,1823,Holidays and Celebrations,1,190,1.0
622,1823,Housewares and Furnishings,1,190,1.0
623,1823,Legal Issues,1,190,1.0
624,1823,Leisure Activities,3,190,2.0
625,1823,Literature and History,6,190,3.0
626,1823,Manners,1,190,1.0
627,1823,Marriage,6,190,3.0
628,1823,Morality and Ethics,4,190,2.0
629,1823,Motherhood,5,190,3.0
630,1823,National Identity,1,190,1.0
631,1823,Natural World,4,190,2.0
632,1823,Politics,1,190,1.0
633,1823,Recreation,3,190,2.0
634,1823,Religion,10,190,5.0
635,1823,Romanticism,2,190,1.0
636,1823,Second Great Awakening,1,190,1.0
637,1823,Self-reflection,9,190,5.0
638,1823,Shopping and Material Exchange,4,190,2.0
639,1823,Singlehood,1,190,1.0
640,1823,Social Life and Networks,10,190,5.0
641,1823,Transcendentalism,2,190,1.0
642,1823,Transportation,2,190,1.0
643,1823,"Travel and Touring, US",4,190,2.0
644,1823,Unitarianism,5,190,3.0
645,1823,Village Life,4,190,2.0
646,1823,Work,6,190,3.0
647,1826,Charity,1,38,3.0
648,1826,Childbirth,1,38,3.0
649,1826,Childhood,1,38,3.0
650,1826,Education,2,38,5.0
651,1826,Family Relations (Sedgwick Family),2,38,5.0
652,1826,Friendship,2,38,5.0
653,1826,Gender Roles,2,38,5.0
654,1826,Gifts,1,38,3.0
655,1826,Health and Illness,2,38,5.0
656,1826,Legal Issues,1,38,3.0
657,1826,Leisure Activities,1,38,3.0
658,1826,Literature and History,3,38,8.0
659,1826,Manners,2,38,5.0
660,1826,Morality and Ethics,1,38,3.0
661,1826,Motherhood,1,38,3.0
662,1826,National Identity,1,38,3.0
663,1826,Natural World,1,38,3.0
664,1826,Politics,1,38,3.0
665,1826,Publication,1,38,3.0
666,1826,Religion,3,38,8.0
667,1826,Romanticism,2,38,5.0
668,1826,Self-reflection,1,38,3.0
669,1826,Shopping and Material Exchange,1,38,3.0
670,1826,Social Life and Networks,2,38,5.0
671,1826,Unitarianism,2,38,5.0
672,1828,Bible,1,16,6.0
673,1828,Childbirth,1,16,6.0
674,1828,Education,1,16,6.0
675,1828,Family Finances (Sedgwick Family),1,16,6.0
676,1828,Family Relations (Sedgwick Family),1,16,6.0
677,1828,Gender Roles,1,16,6.0
678,1828,Health and Illness,1,16,6.0
679,1828,Leisure Activities,1,16,6.0
680,1828,Literature and History,1,16,6.0
681,1828,Pregnancy,1,16,6.0
682,1828,Reform Movements,1,16,6.0
683,1828,Religion,1,16,6.0
684,1828,Self-reflection,1,16,6.0
685,1828,Shopping and Material Exchange,1,16,6.0
686,1828,Social Life and Networks,1,16,6.0
687,1828,Work,1,16,6.0
